"User Action Name","Browser Type","Browser Family","Browser Version","Network Time","Server Time","Frontend Time","Visually Complete Time","User Session Count"
"click on ""Book Now"" on page /orange.jsf","Desktop Browser","Firefox","Firefox 51","111.78566732412887","129.75016436554898","3648.040105193951","2857.0264347826087","1540"
"click on ""Book Now"" on page /orange.jsf","Desktop Browser","IE","IE 10","97.08247422680412","213.10309278350516","980.639175257732","764.1878787878788","92"
"click on ""Book Now"" on page /orange.jsf","Desktop Browser","IE","IE 11","148.38335435056746","139.47856242118536","7847.53656998739","5227.762356792144","1596"
"click on ""Book Now"" on page /orange.jsf","Desktop Browser","IE","IE 7","115.66666666666667","117.66666666666667","14111.0","11742.941176470587","4"
"click on ""Book Now"" on page /orange.jsf","Desktop Browser","IE","IE 8","147.2058823529412","126.47058823529412","9983.882352941177","7421.622641509434","32"
"click on ""Book Now"" on page /orange.jsf","Desktop Browser","IE","IE 9","121.6875","99.53125","10628.4375","8692.392857142857","32"
"click on ""Book Now"" on page /orange.jsf","Desktop Browser","PS4 Web browser","null","135.0","103.0","7594.0","6621.333333333333","4"
"click on ""Book Now"" on page /orange.jsf","Desktop Browser","Safari","Safari 10","100.85714285714286","122.07671957671958","3783.2248677248676","2885.152832674572","400"
"click on ""Book Now"" on page /orange.jsf","Desktop Browser","Safari","Safari 4","78.48936170212765","175.08510638297872","315.1063829787234","428.855421686747","48"
"click on ""Book Now"" on page /orange.jsf","Desktop Browser","Safari","Safari 6","55.666666666666664","62.5","200.33333333333334","645.4375","8"
"click on ""Book Now"" on page /orange.jsf","Desktop Browser","Safari","Safari 7","134.5677966101695","160.21186440677965","3374.6525423728813","2413.3362445414846","116"
"click on ""Book Now"" on page /orange.jsf","Desktop Browser","Safari","Safari 8","51.546875","37.0","221.96875","413.4758064516129","68"
"click on ""Book Now"" on page /orange.jsf","Desktop Browser","Safari","Safari 9","90.61363636363636","104.43181818181819","1955.159090909091","2012.4662576687117","92"
"click on ""Book Now"" on page /orange.jsf","Mobile Browser","Android browser","Android browser 2","45.285714285714285","11.285714285714286","242.14285714285714","488.375","8"
"click on ""Book Now"" on page /orange.jsf","Mobile Browser","Android browser","Android browser 4","119.43654822335026","247.43147208121826","4994.553299492386","4387.06043956044","200"
"click on ""Book Now"" on page /orange.jsf","Mobile Browser","Android browser","Android browser 5","639.364","237.496","61606.864","31100.34035087719","512"
"click on ""Book Now"" on page /orange.jsf","Mobile Browser","Android browser","Android browser 6","138.37209302325581","141.45219638242895","11857.669250645995","9030.15782122905","380"
"click on ""Book Now"" on page /orange.jsf","Mobile Browser","Android browser","Android browser 7","226.01169590643275","214.05847953216374","15112.421052631578","9277.303921568628","172"
"click on ""Book Now"" on page /orange.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 48","75.86363636363636","166.03787878787878","407.3863636363636","405.3034188034188","124"
"click on ""Book Now"" on page /orange.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 49","96.375","241.96153846153845","677.0769230769231","694.6139534883721","108"
"click on ""Book Now"" on page /orange.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 53","70.89682539682539","101.33333333333333","1838.357142857143","1466.2252252252251","124"
"click on ""Book Now"" on page /orange.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 55","213.96067415730337","151.76451310861424","15699.920880149813","9831.952473326866","2216"
"click on ""Book Now"" on page /orange.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 56","106.52631578947368","84.13533834586467","3777.9924812030076","2825.7508896797153","140"
"click on ""Book Now"" on page /orange.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 57","57.93636363636364","90.41818181818182","434.44545454545454","323.81151832460733","104"
"click on ""Book Now"" on page /orange.jsf","Mobile Browser","Mobile Samsung Browser","Mobile Samsung Browser 3","209.64705882352942","385.88235294117646","12312.70588235294","7668.538461538462","20"
"click on ""Book Now"" on page /orange.jsf","Mobile Browser","Mobile Samsung Browser","Mobile Samsung Browser 4","160.69340974212034","208.30659025787966","4723.541547277937","5756.249614791987","348"
"click on ""Book Now"" on page /orange.jsf","Mobile Browser","Mobile Samsung Browser","Mobile Samsung Browser 5","246.54014598540147","188.36496350364965","18518.481751824816","8454.606177606178","136"
"click on ""Book Now"" on page /orange.jsf","Mobile Browser","Opera Mobile","Opera Mobile 39","209.0","310.258064516129","9698.774193548386","5708.861538461539","32"
"click on ""Book Now"" on page /orange.jsf","Mobile Browser","Opera Mobile","Opera Mobile 40","79.60992907801419","114.08510638297872","7266.312056737589","5421.33203125","144"
"click on ""Book Now"" on page /orange.jsf","Mobile Browser","Opera Mobile","Opera Mobile 41","169.47191011235955","282.3820224719101","12013.348314606741","8698.388888888889","84"
"click on ""Book Now"" on page /orange.jsf","Mobile Browser","Opera Mobile","Opera Mobile 42","170.89655172413794","172.98339719029374","14812.309067688378","11581.727272727272","820"
"click on ""Book Now"" on page /orange.jsf","Mobile Browser","Safari mobile","null","105.13293390750796","149.66186107470512","3806.0007489234226","2989.401059550672","5440"
"click on ""Book Now"" on page /orange.jsf","Mobile Browser","UC Browser mobile","UC Browser mobile 10","257.1111111111111","179.35185185185185","19751.24074074074","14483.079207920791","56"
"click on ""Book Now"" on page /orange.jsf","Mobile Browser","UC Browser mobile","UC Browser mobile 11","145.7591973244147","138.23745819397993","11716.973244147157","8896.313173652694","916"
"click on ""Book Now"" on page /orange.jsf","Mobile Browser","UC Browser mobile","UC Browser mobile 9","53.0","16.625","665.75","458.64285714285717","8"
"click on ""Book Now"" on page /orange.jsf","Synthetic Agent","Gomez Agent","null","262.3454545454546","144.3","17103.20909090909","10860.930288461539","252"
"click on ""Book Now"" on page /orange.jsf","Synthetic Agent","Keynote Agent","null","132.9344262295082","85.05464480874316","12358.092896174863","8284.744966442953","196"
"click on ""Book Now"" on page /orange.jsf","Tablet Browser","Chrome Mobile","Chrome Mobile 42","74.0","56.785714285714285","3004.4285714285716","4845.46875","16"
"click on ""Book Now"" on page /orange.jsf","Tablet Browser","Chrome Mobile","Chrome Mobile 52","584.3525179856115","151.20863309352518","43382.453237410075","32289.169741697417","140"
"click on ""Book Now"" on page /orange.jsf","Tablet Browser","Chrome Mobile","Chrome Mobile 54","103.5","207.75","241.5","95.33333333333333","4"
"click on ""Book Now"" on page /orange.jsf","Tablet Browser","Chrome Mobile","Chrome Mobile 55","162.54437869822485","212.3846153846154","11562.384615384615","8781.122186495177","168"
"click on ""Book Now"" on page /orange.jsf","Tablet Browser","Chrome Mobile","Chrome Mobile 57","108.2","448.2","469.0","276.42857142857144","4"
"click on ""Book Now"" on page /orange.jsf","Tablet Browser","Kindle Browser","Kindle Browser 3","158.27272727272728","232.1818181818182","7302.636363636364","5356.1578947368425","12"
"click on ""Book Now"" on page /orange.jsf","Tablet Browser","Mobile Samsung Browser","Mobile Samsung Browser 3","71.0952380952381","86.66666666666667","2852.9523809523807","2062.909090909091","20"
"click on ""Book Now"" on page /orange.jsf","Tablet Browser","Mobile Samsung Browser","Mobile Samsung Browser 5","94.4","43.2","16151.6","12648.0","4"
"click on ""Book Now"" on page /orange.jsf","Tablet Browser","Safari mobile","Safari mobile 10","250.4496124031008","148.58139534883722","12084.178294573643","9971.536382536382","268"
"click on ""Book Now"" on page /orange.jsf","Tablet Browser","Safari mobile","Safari mobile 6","33.75","8.0","223.0","86.33333333333333","4"
"click on ""Book Now"" on page /orange.jsf","Tablet Browser","Safari mobile","Safari mobile 7","56.8","38.4","364.4","217.0","4"
"click on ""Book Now"" on page /orange.jsf","Tablet Browser","Safari mobile","Safari mobile 8","41.333333333333336","10.0","212.0","481.3636363636364","4"
"click on ""Book Now"" on page /orange.jsf","Tablet Browser","Safari mobile","Safari mobile 9","255.42857142857142","86.76190476190476","12296.285714285714","8546.628571428571","20"
"click on ""Book Now"" on page /orange.jsf","Tablet Browser","Silk","Silk 47","172.46218487394958","180.03361344537817","9694.218487394957","7487.122362869199","120"
"click on ""Book Now"" on page /orange.jsf","Tablet Browser","UC Browser mobile","UC Browser mobile 10","309.3931623931624","198.97435897435898","30471.068376068375","22877.75845410628","116"
"click on ""Book Now"" on page /orange.jsf","Tablet Browser","UC Browser mobile","UC Browser mobile 11","476.54545454545456","109.54545454545455","31416.272727272728","19515.608695652172","12"
"click on ""Login"" on page /orange.jsf","Desktop Browser","Chrome","Chrome 40","89.54205607476635","199.7663551401869","208.71028037383178","322.3581395348837","112"
"click on ""Login"" on page /orange.jsf","Desktop Browser","Chrome","Chrome 47","158.2275132275132","243.05291005291005","3473.703703703704","2710.8116343490306","188"
"click on ""Login"" on page /orange.jsf","Desktop Browser","Chrome","Chrome 52","73.1953125","122.640625","645.6015625","625.1538461538462","128"
"click on ""Login"" on page /orange.jsf","Desktop Browser","Chrome","Chrome 54","133.74074074074073","103.87037037037037","4790.866666666667","3691.801282051282","264"
"click on ""Login"" on page /orange.jsf","Desktop Browser","Chrome","Chrome 55","135.02721088435374","139.9880142533204","4217.29996760609","3300.3761010470334","3192"
"click on ""Login"" on page /orange.jsf","Desktop Browser","Chrome","Chrome 56","182.87751561415683","163.26821651630812","6341.722414989591","4791.044411818682","2936"
"click on ""Login"" on page /orange.jsf","Desktop Browser","Edge","Edge 12","82.0","47.916666666666664","6860.083333333333","4668.4","12"
"click on ""Login"" on page /orange.jsf","Desktop Browser","Edge","Edge 13","240.8095238095238","49.214285714285715","19625.5","15554.223529411765","44"
"click on ""Login"" on page /orange.jsf","Desktop Browser","Edge","Edge 14","100.5264705882353","77.9235294117647","4187.123529411765","3463.9466463414633","348"
"click on ""Login"" on page /orange.jsf","Desktop Browser","Firefox","Firefox 36","88.22115384615384","221.83653846153845","302.96153846153845","356.0","108"
"click on ""Login"" on page /orange.jsf","Desktop Browser","Firefox","Firefox 45","221.6893203883495","119.6504854368932","9797.47572815534","7930.989847715736","108"
"click on ""Login"" on page /orange.jsf","Desktop Browser","Firefox","Firefox 46","93.28735632183908","147.0727969348659","1375.7892720306513","1212.3489361702127","260"
"click on ""Login"" on page /orange.jsf","Desktop Browser","Firefox","Firefox 48","77.18181818181819","63.142857142857146","1542.012987012987","1152.8025477707006","80"
"click on ""Login"" on page /orange.jsf","Desktop Browser","Firefox","Firefox 49","102.48235294117647","247.96470588235294","399.22352941176473","302.5426356589147","76"
"click on ""Login"" on page /orange.jsf","Desktop Browser","Firefox","Firefox 51","111.78566732412887","129.75016436554898","3648.040105193951","2857.0264347826087","1540"
"click on ""Login"" on page /orange.jsf","Desktop Browser","IE","IE 10","97.08247422680412","213.10309278350516","980.639175257732","764.1878787878788","92"
"click on ""Login"" on page /orange.jsf","Desktop Browser","IE","IE 11","148.38335435056746","139.47856242118536","7847.53656998739","5227.762356792144","1596"
"click on ""Login"" on page /orange.jsf","Desktop Browser","IE","IE 7","115.66666666666667","117.66666666666667","14111.0","11742.941176470587","4"
"click on ""Login"" on page /orange.jsf","Desktop Browser","IE","IE 8","147.2058823529412","126.47058823529412","9983.882352941177","7421.622641509434","32"
"click on ""Login"" on page /orange.jsf","Desktop Browser","IE","IE 9","121.6875","99.53125","10628.4375","8692.392857142857","32"
"click on ""Login"" on page /orange.jsf","Desktop Browser","PS4 Web browser","null","135.0","103.0","7594.0","6621.333333333333","4"
"click on ""Login"" on page /orange.jsf","Desktop Browser","Safari","Safari 10","100.85714285714286","122.07671957671958","3783.2248677248676","2885.152832674572","400"
"click on ""Login"" on page /orange.jsf","Desktop Browser","Safari","Safari 4","78.48936170212765","175.08510638297872","315.1063829787234","428.855421686747","48"
"click on ""Login"" on page /orange.jsf","Desktop Browser","Safari","Safari 6","55.666666666666664","62.5","200.33333333333334","645.4375","8"
"click on ""Login"" on page /orange.jsf","Desktop Browser","Safari","Safari 7","134.5677966101695","160.21186440677965","3374.6525423728813","2413.3362445414846","116"
"click on ""Login"" on page /orange.jsf","Desktop Browser","Safari","Safari 8","51.546875","37.0","221.96875","413.4758064516129","68"
"click on ""Login"" on page /orange.jsf","Desktop Browser","Safari","Safari 9","90.61363636363636","104.43181818181819","1955.159090909091","2012.4662576687117","92"
"click on ""Login"" on page /orange.jsf","Mobile Browser","Android browser","Android browser 2","45.285714285714285","11.285714285714286","242.14285714285714","488.375","8"
"click on ""Login"" on page /orange.jsf","Mobile Browser","Android browser","Android browser 4","119.43654822335026","247.43147208121826","4994.553299492386","4387.06043956044","200"
"click on ""Login"" on page /orange.jsf","Mobile Browser","Android browser","Android browser 5","639.364","237.496","61606.864","31100.34035087719","512"
"click on ""Login"" on page /orange.jsf","Mobile Browser","Android browser","Android browser 6","138.37209302325581","141.45219638242895","11857.669250645995","9030.15782122905","380"
"click on ""Login"" on page /orange.jsf","Mobile Browser","Android browser","Android browser 7","226.01169590643275","214.05847953216374","15112.421052631578","9277.303921568628","172"
"click on ""Login"" on page /orange.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 48","75.86363636363636","166.03787878787878","407.3863636363636","405.3034188034188","124"
"click on ""Login"" on page /orange.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 49","96.375","241.96153846153845","677.0769230769231","694.6139534883721","108"
"click on ""Login"" on page /orange.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 53","70.89682539682539","101.33333333333333","1838.357142857143","1466.2252252252251","124"
"click on ""Login"" on page /orange.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 55","213.96067415730337","151.76451310861424","15699.920880149813","9831.952473326866","2216"
"click on ""Login"" on page /orange.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 56","106.52631578947368","84.13533834586467","3777.9924812030076","2825.7508896797153","140"
"click on ""Login"" on page /orange.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 57","57.93636363636364","90.41818181818182","434.44545454545454","323.81151832460733","104"
"click on ""Login"" on page /orange.jsf","Mobile Browser","Mobile Samsung Browser","Mobile Samsung Browser 3","209.64705882352942","385.88235294117646","12312.70588235294","7668.538461538462","20"
"click on ""Login"" on page /orange.jsf","Mobile Browser","Mobile Samsung Browser","Mobile Samsung Browser 4","160.69340974212034","208.30659025787966","4723.541547277937","5756.249614791987","348"
"click on ""Login"" on page /orange.jsf","Mobile Browser","Mobile Samsung Browser","Mobile Samsung Browser 5","246.54014598540147","188.36496350364965","18518.481751824816","8454.606177606178","136"
"click on ""Login"" on page /orange.jsf","Mobile Browser","Opera Mobile","Opera Mobile 39","209.0","310.258064516129","9698.774193548386","5708.861538461539","32"
"click on ""Login"" on page /orange.jsf","Mobile Browser","Opera Mobile","Opera Mobile 40","79.60992907801419","114.08510638297872","7266.312056737589","5421.33203125","144"
"click on ""Login"" on page /orange.jsf","Mobile Browser","Opera Mobile","Opera Mobile 41","169.47191011235955","282.3820224719101","12013.348314606741","8698.388888888889","84"
"click on ""Login"" on page /orange.jsf","Mobile Browser","Opera Mobile","Opera Mobile 42","170.89655172413794","172.98339719029374","14812.309067688378","11581.727272727272","820"
"click on ""Login"" on page /orange.jsf","Mobile Browser","Safari mobile","null","105.13293390750796","149.66186107470512","3806.0007489234226","2989.401059550672","5440"
"click on ""Login"" on page /orange.jsf","Mobile Browser","UC Browser mobile","UC Browser mobile 10","257.1111111111111","179.35185185185185","19751.24074074074","14483.079207920791","56"
"click on ""Login"" on page /orange.jsf","Mobile Browser","UC Browser mobile","UC Browser mobile 11","145.7591973244147","138.23745819397993","11716.973244147157","8896.313173652694","916"
"click on ""Login"" on page /orange.jsf","Mobile Browser","UC Browser mobile","UC Browser mobile 9","53.0","16.625","665.75","458.64285714285717","8"
"click on ""Login"" on page /orange.jsf","Synthetic Agent","Gomez Agent","null","262.3454545454546","144.3","17103.20909090909","10860.930288461539","252"
"click on ""Login"" on page /orange.jsf","Synthetic Agent","Keynote Agent","null","132.9344262295082","85.05464480874316","12358.092896174863","8284.744966442953","196"
"click on ""Login"" on page /orange.jsf","Tablet Browser","Chrome Mobile","Chrome Mobile 42","74.0","56.785714285714285","3004.4285714285716","4845.46875","16"
"click on ""Login"" on page /orange.jsf","Tablet Browser","Chrome Mobile","Chrome Mobile 52","584.3525179856115","151.20863309352518","43382.453237410075","32289.169741697417","140"
"click on ""Login"" on page /orange.jsf","Tablet Browser","Chrome Mobile","Chrome Mobile 54","103.5","207.75","241.5","95.33333333333333","4"
"click on ""Login"" on page /orange.jsf","Tablet Browser","Chrome Mobile","Chrome Mobile 55","162.54437869822485","212.3846153846154","11562.384615384615","8781.122186495177","168"
"click on ""Login"" on page /orange.jsf","Tablet Browser","Chrome Mobile","Chrome Mobile 57","108.2","448.2","469.0","276.42857142857144","4"
"click on ""Login"" on page /orange.jsf","Tablet Browser","Kindle Browser","Kindle Browser 3","158.27272727272728","232.1818181818182","7302.636363636364","5356.1578947368425","12"
"click on ""Login"" on page /orange.jsf","Tablet Browser","Mobile Samsung Browser","Mobile Samsung Browser 3","71.0952380952381","86.66666666666667","2852.9523809523807","2062.909090909091","20"
"click on ""Login"" on page /orange.jsf","Tablet Browser","Mobile Samsung Browser","Mobile Samsung Browser 5","94.4","43.2","16151.6","12648.0","4"
"click on ""Login"" on page /orange.jsf","Tablet Browser","Safari mobile","Safari mobile 10","250.4496124031008","148.58139534883722","12084.178294573643","9971.536382536382","268"
"click on ""Login"" on page /orange.jsf","Tablet Browser","Safari mobile","Safari mobile 6","33.75","8.0","223.0","86.33333333333333","4"
"click on ""Login"" on page /orange.jsf","Tablet Browser","Safari mobile","Safari mobile 7","56.8","38.4","364.4","217.0","4"
"click on ""Login"" on page /orange.jsf","Tablet Browser","Safari mobile","Safari mobile 8","41.333333333333336","10.0","212.0","481.3636363636364","4"
"click on ""Login"" on page /orange.jsf","Tablet Browser","Safari mobile","Safari mobile 9","255.42857142857142","86.76190476190476","12296.285714285714","8546.628571428571","20"
"click on ""Login"" on page /orange.jsf","Tablet Browser","Silk","Silk 47","172.46218487394958","180.03361344537817","9694.218487394957","7487.122362869199","120"
"click on ""Login"" on page /orange.jsf","Tablet Browser","UC Browser mobile","UC Browser mobile 10","309.3931623931624","198.97435897435898","30471.068376068375","22877.75845410628","116"
"click on ""Login"" on page /orange.jsf","Tablet Browser","UC Browser mobile","UC Browser mobile 11","476.54545454545456","109.54545454545455","31416.272727272728","19515.608695652172","12"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","Chrome","Chrome 40","91.47524752475248","205.65346534653466","210.86138613861385","331.6180904522613","104"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","Chrome","Chrome 47","158.7258064516129","241.752688172043","3526.6075268817203","2762.8841807909603","184"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","Chrome","Chrome 52","73.792","125.336","656.904","636.6694214876034","124"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","Chrome","Chrome 54","135.56640625","104.96484375","4834.23828125","3762.6353211009173","244"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","Chrome","Chrome 55","135.2896064581231","141.98688193743692","4220.824756138581","3284.000864603147","3040"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","Chrome","Chrome 56","183.02831541218637","163.45985663082436","6284.087455197133","4776.575769084694","2812"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","Edge","Edge 12","82.0","47.916666666666664","6860.083333333333","4668.4","12"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","Edge","Edge 13","240.8095238095238","49.214285714285715","19625.5","15554.223529411765","44"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","Edge","Edge 14","101.61976047904191","79.1377245508982","4258.916167664671","3527.2018633540374","340"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","Firefox","Firefox 36","94.31460674157303","252.58426966292134","321.17977528089887","423.3486842105263","88"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","Firefox","Firefox 45","225.55","123.08","9848.2","7978.921052631579","104"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","Firefox","Firefox 46","93.95238095238095","145.13888888888889","1418.015873015873","1265.2672605790647","248"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","Firefox","Firefox 48","78.33783783783784","65.25675675675676","1596.4864864864865","1188.2105263157894","76"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","Firefox","Firefox 49","102.48235294117647","247.96470588235294","399.22352941176473","302.5426356589147","76"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","Firefox","Firefox 51","112.77032520325203","131.3780487804878","3677.668699186992","2862.740086517664","1480"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","IE","IE 10","97.08247422680412","213.10309278350516","980.639175257732","764.1878787878788","92"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","IE","IE 11","134.46229508196723","136.96196721311475","6880.878032786885","4869.805954825462","1524"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","IE","IE 7","115.66666666666667","117.66666666666667","14111.0","11742.941176470587","4"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","IE","IE 8","157.80645161290323","137.90322580645162","10924.677419354839","8184.5","28"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","IE","IE 9","121.6875","99.53125","10628.4375","8692.392857142857","32"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","PS4 Web browser","null","135.0","103.0","7594.0","6621.333333333333","4"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","Safari","Safari 10","101.88980716253444","125.68595041322314","3802.5812672176307","2920.7039106145253","380"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","Safari","Safari 4","78.48936170212765","175.08510638297872","315.1063829787234","428.855421686747","48"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","Safari","Safari 6","55.666666666666664","62.5","200.33333333333334","645.4375","8"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","Safari","Safari 7","137.3125","163.84821428571428","3439.6160714285716","2440.52534562212","108"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","Safari","Safari 8","51.40983606557377","38.295081967213115","225.0983606557377","428.94017094017096","64"
"click on ""Next"" on page /orange-booking-review.jsf","Desktop Browser","Safari","Safari 9","91.75294117647059","107.76470588235294","2017.6941176470589","2073.981012658228","88"
"click on ""Next"" on page /orange-booking-review.jsf","Mobile Browser","Android browser","Android browser 2","45.285714285714285","11.285714285714286","242.14285714285714","488.375","8"
"click on ""Next"" on page /orange-booking-review.jsf","Mobile Browser","Android browser","Android browser 4","108.93513513513514","231.14054054054054","4585.508108108108","4162.831360946746","184"
"click on ""Next"" on page /orange-booking-review.jsf","Mobile Browser","Android browser","Android browser 5","635.1609657947686","237.63782696177063","60954.10865191147","30823.706572769952","508"
"click on ""Next"" on page /orange-booking-review.jsf","Mobile Browser","Android browser","Android browser 6","134.23544973544975","135.96825396825398","11848.412698412698","9013.390557939914","368"
"click on ""Next"" on page /orange-booking-review.jsf","Mobile Browser","Android browser","Android browser 7","231.0969696969697","219.16969696969696","15472.078787878789","9521.306896551725","164"
"click on ""Next"" on page /orange-booking-review.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 48","75.86363636363636","166.03787878787878","407.3863636363636","405.3034188034188","124"
"click on ""Next"" on page /orange-booking-review.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 49","96.375","241.96153846153845","677.0769230769231","694.6139534883721","108"
"click on ""Next"" on page /orange-booking-review.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 53","70.89682539682539","101.33333333333333","1838.357142857143","1466.2252252252251","124"
"click on ""Next"" on page /orange-booking-review.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 55","215.50631067961166","151.4359223300971","15894.005339805824","9934.25422446406","2112"
"click on ""Next"" on page /orange-booking-review.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 56","106.52631578947368","84.13533834586467","3777.9924812030076","2825.7508896797153","140"
"click on ""Next"" on page /orange-booking-review.jsf","Mobile Browser","Chrome Mobile","Chrome Mobile 57","57.45192307692308","87.125","445.5","341.24858757062145","96"
"click on ""Next"" on page /orange-booking-review.jsf","Mobile Browser","Mobile Samsung Browser","Mobile Samsung Browser 3","248.64285714285714","466.57142857142856","14900.857142857143","9321.78125","16"
"click on ""Next"" on page /orange-booking-review.jsf","Mobile Browser","Mobile Samsung Browser","Mobile Samsung Browser 4","157.03757225433526","208.85549132947978","4360.869942196532","5297.95","344"
"click on ""Next"" on page /orange-booking-review.jsf","Mobile Browser","Mobile Samsung Browser","Mobile Samsung Browser 5","245.42537313432837","164.30597014925374","18928.007462686568","8619.263779527559","132"
"click on ""Next"" on page /orange-booking-review.jsf","Mobile Browser","Opera Mobile","Opera Mobile 39","209.0","310.258064516129","9698.774193548386","5708.861538461539","32"
"click on ""Next"" on page /orange-booking-review.jsf","Mobile Browser","Opera Mobile","Opera Mobile 40","80.3623188405797","116.33333333333333","7418.811594202899","5526.9203187251","140"
"click on ""Next"" on page /orange-booking-review.jsf","Mobile Browser","Opera Mobile","Opera Mobile 41","169.47191011235955","282.3820224719101","12013.348314606741","8698.388888888889","84"
"click on ""Next"" on page /orange-booking-review.jsf","Mobile Browser","Opera Mobile","Opera Mobile 42","171.25882352941176","174.4313725490196","14850.168627450981","11599.313593539704","796"
"click on ""Next"" on page /orange-booking-review.jsf","Mobile Browser","Safari mobile","null","103.65227537922988","146.53189420458966","3800.3068844807467","2985.725421994885","5176"
"click on ""Next"" on page /orange-booking-review.jsf","Mobile Browser","UC Browser mobile","UC Browser mobile 10","192.76470588235293","167.47058823529412","18245.039215686276","12727.074468085106","52"
